Sample in Buffer,Sample in Window,TRIGGER,i_clk_IBUF_BUFG,o_busy,o_cena,o_wea,o_addra[4:0],o_dina[1027:0],o_cenb,o_addrb[4:0],i_doutb[1027:0],o_length_mode[3:0],o_valid,o_in_x_flat[1023:0],i_valid,i_prob_flat[1023:0],i_en,i_start,test_state
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
67,67,0,0,1,0,0,0c,00040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,0040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,1,1,1
68,68,0,0,1,0,0,0c,00040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,0040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,1,0,0
69,69,0,0,1,0,0,0c,00040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,0040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,1,1,1
70,70,0,0,1,0,0,0c,00040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,0040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,1,0,0
71,71,0,0,1,0,0,0c,00040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,0040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,1,1,1
72,72,0,0,1,0,0,0c,00040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,0040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,1,0,0
73,73,0,0,1,0,0,0c,00040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,0040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,1,1,1
74,74,0,0,1,0,0,0c,00040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,0040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,1,0,0
75,75,0,0,1,0,0,0c,00040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040004000400040,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000300010039000500670031000000010000000a000100190000000000020001001a0001006d0000000d00130000000100080002000a0004000700000000003d007a0007000f0000000100630001000300040001001c001e00030001000300000001000200030022000a000000260001000f000100000000003f00030000000c,1,1,1
76,76,0,0,1,0,0,0c,0000300010039000500670031000000010000000a000100190000000000020001001a0001006d0000000d00130000000100080002000a0004000700000000003d007a0007000f0000000100630001000300040001001c001e00030001000300000001000200030022000a000000260001000f000100000000003f00030000000c,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000300010039000500670031000000010000000a000100190000000000020001001a0001006d0000000d00130000000100080002000a0004000700000000003d007a0007000f0000000100630001000300040001001c001e00030001000300000001000200030022000a000000260001000f000100000000003f00030000000c,1,0,0
77,77,0,0,1,0,0,0c,0000300010039000500670031000000010000000a000100190000000000020001001a0001006d0000000d00130000000100080002000a0004000700000000003d007a0007000f0000000100630001000300040001001c001e00030001000300000001000200030022000a000000260001000f000100000000003f00030000000c,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,003c001c000200360000000c0000001d001a000b0003006c00000001001300010000000300100000003e000f000000000003000d001700000000000e0002001100090001000b000300050037000300000003000a000300560001000e0001000100010042005a00090010000c000a0001000000030000001200040001005e0001,1,1,1
78,78,0,0,1,0,0,0c,0003c001c000200360000000c0000001d001a000b0003006c00000001001300010000000300100000003e000f000000000003000d001700000000000e0002001100090001000b000300050037000300000003000a000300560001000e0001000100010042005a00090010000c000a0001000000030000001200040001005e0001,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,000100010000000400000011000000000000000000010006000800010002000700010000000b00090001000100000000000e000000010001000000000003000100000000000600010009000100010000000300020001000d00000000000000000003000000010000000a00020000000100020003000000060000000000000000,1,0,0
79,79,0,0,1,1,1,0c,0000100010000000400000011000000000000000000010006000800010002000700010000000b00090001000100000000000e000000010001000000000003000100000000000600010009000100010000000300020001000d00000000000000000003000000010000000a00020000000100020003000000060000000000000000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,000b000600080001000000010000000200030001000000000004000000130000000000140000000c0018000000010000000000000016000a0004000d00000000000000000000000b00000002001000010001000000010000000a00000000000000050017001100130000001a0000000100000007000000000005000100040000,1,1,1
80,80,0,0,1,1,1,0d,0000b000600080001000000010000000200030001000000000004000000130000000000140000000c0018000000010000000000000016000a0004000d00000000000000000000000b00000002001000010001000000010000000a00000000000000050017001100130000001a0000000100000007000000000005000100040000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,000700000009000200010001000200000001000000070000001500030005000600010001000100000000000500190000000000000001000b0004000100000000000d0000000d00000000000700000001000000090003001400050001000000020000000900000000000b00000004000000000001001a000b0001000800000000,1,0,0
81,81,0,0,1,1,1,0e,0000700000009000200010001000200000001000000070000001500030005000600010001000100000000000500190000000000000001000b0004000100000000000d0000000d00000000000700000001000000090003001400050001000000020000000900000000000b00000004000000000001001a000b0001000800000000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,000600000001000400020004000000000003000b0000000000020000000100070002000400160000000100000001000000000000000a00000004000b0000000000010000000100060000000f00000005000700040000001a00000000000c00000014000000190000000d00000008000000050005000000000000000000000000,1,1,1
82,82,0,0,1,1,1,0f,0000600000001000400020004000000000003000b0000000000020000000100070002000400160000000100000001000000000000000a00000004000b0000000000010000000100060000000f00000005000700040000001a00000000000c00000014000000190000000d00000008000000050005000000000000000000000000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,001e00050016001400000003000100030008001f00000001000200070000000e000c000f0000000000000000000b0002000200000001000700010000000c000d0005000000000000000000000003000000000001001500090002000000000000000a0000000000010000001c001a000000000001000000010001000000020000,1,0,0
83,83,0,0,1,1,1,10,0001e00050016001400000003000100030008001f00000001000200070000000e000c000f0000000000000000000b0002000200000001000700010000000c000d0005000000000000000000000003000000000001001500090002000000000000000a0000000000010000001c001a000000000001000000010001000000020000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,0000000200030002000000020001000000160013002100000000000b0000001600030001000400010000000300060000000b00020001000000000002001300000000000000130000000100050001000c000100000011000000000002000000010000001a0003001d00010009000500020001000f0004000d0000001800050002,1,1,1
84,84,0,0,1,1,1,11,00000000200030002000000020001000000160013002100000000000b0000001600030001000400010000000300060000000b00020001000000000002001300000000000000130000000100050001000c000100000011000000000002000000010000001a0003001d00010009000500020001000f0004000d0000001800050002,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,00010000000e0001001a000c000000000000000200000006000000000000000000060000001c000000030005000000000002000000020001000100000000000f001f000100040000000000190000000000010000000700070000000000010000000000000000000900020000000a000000040000000000000010000000000003,1,0,0
85,85,0,0,1,1,1,12,000010000000e0001001a000c000000000000000200000006000000000000000000060000001c000000030005000000000002000000020001000100000000000f001f000100040000000000190000000000010000000700070000000000010000000000000000000900020000000a000000040000000000000010000000000003,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,001e000e0001001b000000060000000e000d00050001003600000000000900000000000100080000001f00070000000000010007000b0000000000070001000800040000000500010002001b00010000000100050001002b000000070000000000000021002d00040008000600050000000000010000000900020000002f0000,1,1,1
86,86,0,0,1,1,1,13,0001e000e0001001b000000060000000e000d00050001003600000000000900000000000100080000001f00070000000000010007000b0000000000070001000800040000000500010002001b00010000000100050001002b000000070000000000000021002d00040008000600050000000000010000000900020000002f0000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,0015002c0001000f000100010006002300000000000000010000001700010000000600000003000f000d00030011000700010000000b000000020000000300100034000a000c000000160001000d0000000f000a000100000000000000070000000000290000000500000000000000080000000000020006001a00070000001b,1,0,0
87,87,0,0,1,1,1,14,00015002c0001000f000100010006002300000000000000010000001700010000000600000003000f000d00030011000700010000000b000000020000000300100034000a000c000000160001000d0000000f000a000100000000000000070000000000290000000500000000000000080000000000020006001a00070000001b,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,00280028001200280002000a0001000000010001000d00060003004400090033005600020008002f004b005300020003000700d900c00007000d00000005001f00a80000000b00030016000d00060009000600120031007f00050068001c00060000000f00130031002e000200350067001c00000032000800340031000e0001,1,1,1
88,88,0,0,1,1,1,15,000280028001200280002000a0001000000010001000d00060003004400090033005600020008002f004b005300020003000700d900c00007000d00000005001f00a80000000b00030016000d00060009000600120031007f00050068001c00060000000f00130031002e000200350067001c00000032000800340031000e0001,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,0002019e013f004d001b001d0005000100130007000f000700230001007c0009000200020103015e000600050002001c00020009015c0001000600240003002700530001006f000500cc003b000200d100410040000000d600070003003c000900b40069000c000100020087001800b9000a0007001501510001003d00040008,1,0,0
89,89,0,0,1,1,1,16,00002019e013f004d001b001d0005000100130007000f000700230001007c0009000200020103015e000600050002001c00020009015c0001000600240003002700530001006f000500cc003b000200d100410040000000d600070003003c000900b40069000c000100020087001800b9000a0007001501510001003d00040008,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,1,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,1,1
90,90,0,0,1,1,1,17,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,0,0
91,91,0,0,1,1,1,17,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,1,1
